Código;Descripción;Fecha;Documento;Número;Bodega;Entrada;Salida;Saldo;Valor Unitario;Entrada.1;Salida.1;Saldo.1;Costo Unitario;Empresa_Cliente;Canal_Venta;Punto_Venta
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-08-27;Entrada por Producci;1035187.0;Almacen Central;500.0;0.0;88475.0;;;;;;;;
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-08-27;Entrada por Producci;1035188.0;Almacen Central;636.0;0.0;89111.0;;;;;;;;
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-08-28;Guía de remisión - R;1035189.0;Almacen Central;0.0;34.0;89077.0;;;;;;ARCHENGINE CONSULTORA S.A.C.;Online;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-08-27;Guía de remisión - R;1035190.0;Almacen Central;0.0;155.0;88922.0;;;;;;H&R ELECTRICAL ENGINEERS S.A.C.;Presencial;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-08-30;Salida por Consumo;1035191.0;Almacen Central;0.0;86.0;88836.0;;;;;;NEVADO CONSTRUCTORA;Presencial;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-08-28;Venta Tienda Sin Doc;1035192.0;Almacen Central;0.0;47.0;88789.0;;;;;;GCG - GARCIA CONTRATISTAS GENERALES S.A.;Online;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-08-27;Venta Tienda Sin Doc;1035193.0;Almacen Central;0.0;49.0;88740.0;;;;;;SETECOM AIR;Presencial;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-08-29;Salida por Consumo;1035194.0;Almacen Central;0.0;30.0;88710.0;;;;;;NEVADO CONSTRUCTORA;Online;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-08-29;Salida por Consumo;1035195.0;Almacen Central;0.0;31.0;88679.0;;;;;;NEVADO CONSTRUCTORA;Presencial;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-08-30;Venta Tienda Sin Doc;1035196.0;Almacen Central;0.0;41.0;88638.0;;;;;;PROCISA INGENIEROS S.A.C.;Online;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-08-30;Venta Tienda Sin Doc;1035197.0;Almacen Central;0.0;43.0;88595.0;;;;;;ARCHENGINE CONSULTORA S.A.C.;Presencial;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-09-01;Venta Tienda Sin Doc;1035198.0;Almacen Central;0.0;148.0;88447.0;;;;;;H&R ELECTRICAL ENGINEERS S.A.C.;Online;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-09-03;Entrada por Producci;1035199.0;Almacen Central;2635.0;0.0;91082.0;;;;;;;;
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-09-06;Guía de remisión - R;1035200.0;Almacen Central;0.0;357.0;90725.0;;;;;;PROCISA INGENIEROS S.A.C.;Online;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-09-02;Guía de remisión - R;1035201.0;Almacen Central;0.0;95.0;90630.0;;;;;;PROCISA INGENIEROS S.A.C.;Presencial;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-09-04;Venta Tienda Sin Doc;1035202.0;Almacen Central;0.0;110.0;90520.0;;;;;;ARCHENGINE CONSULTORA S.A.C.;Online;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-09-02;Venta Tienda Sin Doc;1035203.0;Almacen Central;0.0;61.0;90459.0;;;;;;H&R ELECTRICAL ENGINEERS S.A.C.;Presencial;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-09-07;Venta Tienda Sin Doc;1035204.0;Almacen Central;0.0;79.0;90380.0;;;;;;CIM;Online;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-09-04;Venta Tienda Sin Doc;1035205.0;Almacen Central;0.0;218.0;90162.0;;;;;;JEF;Online;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-09-06;Guía de remisión - R;1035206.0;Almacen Central;0.0;102.0;90060.0;;;;;;CIM;Online;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-09-07;Salida por Consumo;1035207.0;Almacen Central;0.0;617.0;89443.0;;;;;;CIM;Presencial;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-09-11;Entrada por Producci;1035208.0;Almacen Central;799.0;0.0;90242.0;;;;;;;;
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-09-11;Apertura;1035209.0;Almacen Central;500.0;0.0;90742.0;;;;;;;;
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-09-10;Entrada por Producci;1035210.0;Almacen Central;393.0;0.0;91135.0;;;;;;;;
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-09-11;Venta Tienda Sin Doc;1035211.0;Almacen Central;0.0;227.0;90908.0;;;;;;Madrid INMOBILIARIA;Presencial;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-09-11;Salida por Consumo;1035212.0;Almacen Central;0.0;102.0;90806.0;;;;;;ELCONSI;Online;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-09-11;Salida por Consumo;1035213.0;Almacen Central;0.0;155.0;90651.0;;;;;;CIM;Presencial;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-09-12;Salida por Consumo;1035214.0;Almacen Central;0.0;61.0;90590.0;;;;;;DRAGON;Online;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-09-09;Salida por Consumo;1035215.0;Almacen Central;0.0;62.0;90528.0;;;;;;Madrid INMOBILIARIA;Online;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-09-10;Salida por Consumo;1035216.0;Almacen Central;0.0;34.0;90494.0;;;;;;ELCONSI;Online;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-09-14;Salida por Consumo;1035217.0;Almacen Central;0.0;105.0;90389.0;;;;;;PROCISA INGENIEROS S.A.C.;Presencial;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-09-09;Guía de remisión - R;1035218.0;Almacen Central;0.0;36.0;90353.0;;;;;;SETECOM AIR;Online;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-09-13;Venta Tienda Sin Doc;1035219.0;Almacen Central;0.0;46.0;90307.0;;;;;;DRAGON;Online;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-09-12;Venta Tienda Sin Doc;1035220.0;Almacen Central;0.0;258.0;90049.0;;;;;;DRAGON;Online;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-09-18;Apertura;1035221.0;Almacen Central;697.0;0.0;90746.0;;;;;;;;
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-09-18;Apertura;1035222.0;Almacen Central;595.0;0.0;91341.0;;;;;;;;
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-09-19;Venta Tienda Sin Doc;1035223.0;Almacen Central;0.0;98.0;91243.0;;;;;;PROCISA INGENIEROS S.A.C.;Online;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-09-17;Guía de remisión - R;1035224.0;Almacen Central;0.0;152.0;91091.0;;;;;;ELCONSI;Presencial;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-09-17;Guía de remisión - R;1035225.0;Almacen Central;0.0;130.0;90961.0;;;;;;ELCONSI;Online;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-09-19;Salida por Consumo;1035226.0;Almacen Central;0.0;63.0;90898.0;;;;;;ARCHENGINE CONSULTORA S.A.C.;Presencial;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-09-19;Salida por Consumo;1035227.0;Almacen Central;0.0;49.0;90849.0;;;;;;DRAGON;Online;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-09-19;Salida por Consumo;1035228.0;Almacen Central;0.0;69.0;90780.0;;;;;;Madrid INMOBILIARIA;Online;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-09-20;Guía de remisión - R;1035229.0;Almacen Central;0.0;279.0;90501.0;;;;;;PROCISA INGENIEROS S.A.C.;Online;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-09-23;Entrada por Producci;1035230.0;Almacen Central;615.0;0.0;91116.0;;;;;;;;
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-09-23;Entrada por Producci;1035231.0;Almacen Central;563.0;0.0;91679.0;;;;;;;;
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-09-29;Salida por Consumo;1035232.0;Almacen Central;0.0;98.0;91581.0;;;;;;Consultores en Ingeniería y Mantenimiento General S.A.C.;Presencial;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-09-25;Guía de remisión - R;1035233.0;Almacen Central;0.0;111.0;91470.0;;;;;;JEF;Online;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-09-26;Salida por Consumo;1035234.0;Almacen Central;0.0;121.0;91349.0;;;;;;DRAGON;Online;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-09-27;Venta Tienda Sin Doc;1035235.0;Almacen Central;0.0;38.0;91311.0;;;;;;Madrid INMOBILIARIA;Online;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-09-29;Salida por Consumo;1035236.0;Almacen Central;0.0;83.0;91228.0;;;;;;NEVADO CONSTRUCTORA;Online;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-09-23;Salida por Consumo;1035237.0;Almacen Central;0.0;322.0;90906.0;;;;;;SETECOM AIR;Presencial;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-10-01;Apertura;1035238.0;Almacen Central;837.0;0.0;91743.0;;;;;;;;
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-10-02;Apertura;1035239.0;Almacen Central;764.0;0.0;92507.0;;;;;;;;
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-10-04;Venta Tienda Sin Doc;1035240.0;Almacen Central;0.0;98.0;92409.0;;;;;;DRAGON;Online;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-10-06;Salida por Consumo;1035241.0;Almacen Central;0.0;144.0;92265.0;;;;;;JEF;Online;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-10-04;Venta Tienda Sin Doc;1035242.0;Almacen Central;0.0;201.0;92064.0;;;;;;Consultores en Ingeniería y Mantenimiento General S.A.C.;Online;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-10-01;Guía de remisión - R;1035243.0;Almacen Central;0.0;39.0;92025.0;;;;;;NEVADO CONSTRUCTORA;Online;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-10-02;Venta Tienda Sin Doc;1035244.0;Almacen Central;0.0;50.0;91975.0;;;;;;Consultores en Ingeniería y Mantenimiento General S.A.C.;Online;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-09-30;Salida por Consumo;1035245.0;Almacen Central;0.0;159.0;91816.0;;;;;;Madrid INMOBILIARIA;Online;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-10-05;Salida por Consumo;1035246.0;Almacen Central;0.0;51.0;91765.0;;;;;;ELCONSI;Online;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-10-02;Salida por Consumo;1035247.0;Almacen Central;0.0;105.0;91660.0;;;;;;H&R ELECTRICAL ENGINEERS S.A.C.;Presencial;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-10-06;Salida por Consumo;1035248.0;Almacen Central;0.0;326.0;91334.0;;;;;;ELCONSI;Presencial;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-10-07;Apertura;1035249.0;Almacen Central;1594.0;0.0;92928.0;;;;;;;;
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-10-09;Salida por Consumo;1035250.0;Almacen Central;0.0;242.0;92686.0;;;;;;CIM;Online;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-10-11;Venta Tienda Sin Doc;1035251.0;Almacen Central;0.0;181.0;92505.0;;;;;;Madrid INMOBILIARIA;Online;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-10-09;Venta Tienda Sin Doc;1035252.0;Almacen Central;0.0;142.0;92363.0;;;;;;NEVADO CONSTRUCTORA;Online;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-10-10;Venta Tienda Sin Doc;1035253.0;Almacen Central;0.0;769.0;91594.0;;;;;;GCG - GARCIA CONTRATISTAS GENERALES S.A.;Presencial;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-10-16;Apertura;1035254.0;Almacen Central;500.0;0.0;92094.0;;;;;;;;
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-10-14;Apertura;1035255.0;Almacen Central;539.0;0.0;92633.0;;;;;;;;
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-10-20;Guía de remisión - R;1035256.0;Almacen Central;0.0;118.0;92515.0;;;;;;ARCHENGINE CONSULTORA S.A.C.;Online;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-10-18;Salida por Consumo;1035257.0;Almacen Central;0.0;59.0;92456.0;;;;;;DRAGON;Online;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-10-15;Venta Tienda Sin Doc;1035258.0;Almacen Central;0.0;114.0;92342.0;;;;;;GCG - GARCIA CONTRATISTAS GENERALES S.A.;Presencial;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-10-18;Venta Tienda Sin Doc;1035259.0;Almacen Central;0.0;56.0;92286.0;;;;;;ARCHENGINE CONSULTORA S.A.C.;Online;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-10-20;Venta Tienda Sin Doc;1035260.0;Almacen Central;0.0;59.0;92227.0;;;;;;SETECOM AIR;Online;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-10-20;Salida por Consumo;1035261.0;Almacen Central;0.0;64.0;92163.0;;;;;;JEF;Online;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-10-20;Salida por Consumo;1035262.0;Almacen Central;0.0;21.0;92142.0;;;;;;DRAGON;Presencial;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-10-16;Salida por Consumo;1035263.0;Almacen Central;0.0;24.0;92118.0;;;;;;JEF;Online;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-10-14;Salida por Consumo;1035264.0;Almacen Central;0.0;339.0;91779.0;;;;;;H&R ELECTRICAL ENGINEERS S.A.C.;Presencial;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-10-23;Entrada por Producci;1035265.0;Almacen Central;1524.0;0.0;93303.0;;;;;;;;
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-10-24;Venta Tienda Sin Doc;1035266.0;Almacen Central;0.0;250.0;93053.0;;;;;;DRAGON;Online;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-10-21;Venta Tienda Sin Doc;1035267.0;Almacen Central;0.0;55.0;92998.0;;;;;;CIM;Online;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-10-25;Salida por Consumo;1035268.0;Almacen Central;0.0;176.0;92822.0;;;;;;SETECOM AIR;Online;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-10-21;Venta Tienda Sin Doc;1035269.0;Almacen Central;0.0;58.0;92764.0;;;;;;ARCHENGINE CONSULTORA S.A.C.;Online;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-10-23;Salida por Consumo;1035270.0;Almacen Central;0.0;162.0;92602.0;;;;;;GCG - GARCIA CONTRATISTAS GENERALES S.A.;Online;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-10-25;Salida por Consumo;1035271.0;Almacen Central;0.0;155.0;92447.0;;;;;;PROCISA INGENIEROS S.A.C.;Online;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-10-22;Salida por Consumo;1035272.0;Almacen Central;0.0;73.0;92374.0;;;;;;JEF;Online;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-10-27;Guía de remisión - R;1035273.0;Almacen Central;0.0;397.0;91977.0;;;;;;ARCHENGINE CONSULTORA S.A.C.;Online;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-10-28;Entrada por Producci;1035274.0;Almacen Central;500.0;0.0;92477.0;;;;;;;;
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-10-30;Entrada por Producci;1035275.0;Almacen Central;500.0;0.0;92977.0;;;;;;;;
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-10-28;Entrada por Producci;1035276.0;Almacen Central;200.0;0.0;93177.0;;;;;;;;
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-10-29;Salida por Consumo;1035277.0;Almacen Central;0.0;228.0;92949.0;;;;;;SETECOM AIR;Online;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-10-30;Venta Tienda Sin Doc;1035278.0;Almacen Central;0.0;67.0;92882.0;;;;;;Madrid INMOBILIARIA;Online;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-10-28;Guía de remisión - R;1035279.0;Almacen Central;0.0;76.0;92806.0;;;;;;JEF;Presencial;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-11-01;Venta Tienda Sin Doc;1035280.0;Almacen Central;0.0;92.0;92714.0;;;;;;PROCISA INGENIEROS S.A.C.;Presencial;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-11-01;Salida por Consumo;1035281.0;Almacen Central;0.0;571.0;92143.0;;;;;;ARCHENGINE CONSULTORA S.A.C.;Presencial;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-11-05;Entrada por Producci;1035282.0;Almacen Central;500.0;0.0;92643.0;;;;;;;;
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-11-06;Entrada por Producci;1035283.0;Almacen Central;500.0;0.0;93143.0;;;;;;;;
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-11-04;Apertura;1035284.0;Almacen Central;494.0;0.0;93637.0;;;;;;;;
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-11-04;Salida por Consumo;1035285.0;Almacen Central;0.0;245.0;93392.0;;;;;;ARCHENGINE CONSULTORA S.A.C.;Online;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-11-09;Salida por Consumo;1035286.0;Almacen Central;0.0;98.0;93294.0;;;;;;Madrid INMOBILIARIA;Online;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-11-08;Guía de remisión - R;1035287.0;Almacen Central;0.0;169.0;93125.0;;;;;;CIM;Online;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-11-04;Salida por Consumo;1035288.0;Almacen Central;0.0;63.0;93062.0;;;;;;SETECOM AIR;Online;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-11-10;Salida por Consumo;1035289.0;Almacen Central;0.0;43.0;93019.0;;;;;;SETECOM AIR;Online;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-11-06;Venta Tienda Sin Doc;1035290.0;Almacen Central;0.0;661.0;92358.0;;;;;;Consultores en Ingeniería y Mantenimiento General S.A.C.;Online;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-11-12;Entrada por Producci;1035291.0;Almacen Central;672.0;0.0;93030.0;;;;;;;;
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-11-11;Entrada por Producci;1035292.0;Almacen Central;500.0;0.0;93530.0;;;;;;;;
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-11-12;Entrada por Producci;1035293.0;Almacen Central;200.0;0.0;93730.0;;;;;;;;
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-11-13;Salida por Consumo;1035294.0;Almacen Central;0.0;229.0;93501.0;;;;;;ELCONSI;Online;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-11-11;Salida por Consumo;1035295.0;Almacen Central;0.0;101.0;93400.0;;;;;;H&R ELECTRICAL ENGINEERS S.A.C.;Online;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-11-11;Guía de remisión - R;1035296.0;Almacen Central;0.0;129.0;93271.0;;;;;;Consultores en Ingeniería y Mantenimiento General S.A.C.;Online;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-11-17;Venta Tienda Sin Doc;1035297.0;Almacen Central;0.0;95.0;93176.0;;;;;;SETECOM AIR;Online;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-11-12;Guía de remisión - R;1035298.0;Almacen Central;0.0;130.0;93046.0;;;;;;GCG - GARCIA CONTRATISTAS GENERALES S.A.;Online;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-11-16;Salida por Consumo;1035299.0;Almacen Central;0.0;82.0;92964.0;;;;;;CIM;Presencial;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-11-17;Guía de remisión - R;1035300.0;Almacen Central;0.0;65.0;92899.0;;;;;;H&R ELECTRICAL ENGINEERS S.A.C.;Presencial;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-11-13;Salida por Consumo;1035301.0;Almacen Central;0.0;15.0;92884.0;;;;;;JEF;Presencial;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-11-13;Guía de remisión - R;1035302.0;Almacen Central;0.0;253.0;92631.0;;;;;;DRAGON;Online;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-11-20;Entrada por Producci;1035303.0;Almacen Central;1797.0;0.0;94428.0;;;;;;;;
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-11-24;Guía de remisión - R;1035304.0;Almacen Central;0.0;139.0;94289.0;;;;;;ARCHENGINE CONSULTORA S.A.C.;Presencial;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-11-18;Salida por Consumo;1035305.0;Almacen Central;0.0;128.0;94161.0;;;;;;ARCHENGINE CONSULTORA S.A.C.;Presencial;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-11-20;Venta Tienda Sin Doc;1035306.0;Almacen Central;0.0;146.0;94015.0;;;;;;H&R ELECTRICAL ENGINEERS S.A.C.;Online;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-11-19;Salida por Consumo;1035307.0;Almacen Central;0.0;960.0;93055.0;;;;;;ARCHENGINE CONSULTORA S.A.C.;Presencial;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-11-26;Apertura;1035308.0;Almacen Central;543.0;0.0;93598.0;;;;;;;;
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-11-26;Apertura;1035309.0;Almacen Central;561.0;0.0;94159.0;;;;;;;;
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-11-27;Entrada por Producci;1035310.0;Almacen Central;531.0;0.0;94690.0;;;;;;;;
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-12-01;Venta Tienda Sin Doc;1035311.0;Almacen Central;0.0;193.0;94497.0;;;;;;NEVADO CONSTRUCTORA;Online;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-11-29;Guía de remisión - R;1035312.0;Almacen Central;0.0;222.0;94275.0;;;;;;ARCHENGINE CONSULTORA S.A.C.;Presencial;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-11-29;Venta Tienda Sin Doc;1035313.0;Almacen Central;0.0;168.0;94107.0;;;;;;SETECOM AIR;Online;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-11-29;Guía de remisión - R;1035314.0;Almacen Central;0.0;65.0;94042.0;;;;;;Madrid INMOBILIARIA;Presencial;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-11-25;Salida por Consumo;1035315.0;Almacen Central;0.0;87.0;93955.0;;;;;;ARCHENGINE CONSULTORA S.A.C.;Presencial;Sector A
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-11-27;Salida por Consumo;1035316.0;Almacen Central;0.0;30.0;93925.0;;;;;;ARCHENGINE CONSULTORA S.A.C.;Online;Sector B
CERE 002;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).;2024-11-29;Venta Tienda Sin Doc;1035317.0;Almacen Central;0.0;100.0;93825.0;;;;;;H&R ELECTRICAL ENGINEERS S.A.C.;Presencial;Sector A
